drug_name	ID
E-Guggulsterone	6439929
Voriconazole	71616
Ttnpb	5289501
Alitretinoin	449171
BRD-K26171350-001-01-8	6927363
Thioperamide	3035905
SAN1_009051	23777110
CHEMBL3187550	54660686
metitepine	4106
Cisatracurium Besylate	62886
MLS003128703	44494405
SID7969543	4076092
Hycanthone	3634
ML175	4257368
MLS000583375	790989
ML178	44620892
ML179	45100448
Totaralolal	6708512
Dasatinib	3062316
2-Acetylphenothiazine	81131
CHEMBL2355883	54651600
CHEMBL2355882	54638525
C-Fms Inhibitor	11654378
CHEMBL2355554	54654476
BRD-K68338581-019-01-5	60185008
STF62247	704473
Splitomicin	5269
KUC106502N	3392161
apicidin	6918328
CHEMBL2002074	44487451
BRD-A20958854-001-01-7	53734236
Phenformin	8249
Dorzolamide HCL	6918132
Trimethadione	5576
CP94253	4029677
SCHEMBL17783919	60190086
SMR000046567	665518
Nicaraven	71234
NM-PP1	5154691
Nilotinib	644241
4',6-Dihydroxyflavone	182362
Domperidone	3151
Val-Val-Val	7020215
CHIR-99021	9956119
SB-203580	176155
MLS002473424	20862025
Stanozolol	25249
AN-023/14772014	1220374
MLS002473428	20862034
MLS002473429	20862056
Isomhpg	170451
NCGC00172240-01	24868992
SCHEMBL2560486	46907720
Avicin-D	44566777
SMR000220152	9616928
INCA-6	230748
SCHEMBL454801	22326275
Propantheline	4934
Vemurafenib	42611257
MLS002154158	135899465
CHEMBL2362001	54645987
5-Phenethylquinoline-8-ol	10490845
R-N-Propylnorapomorphine	167715
MLS003221389	42288156
NSC119236	273769
Foretinib	42642645
MLS000039538	664331
CHEMBL2359886	54646516
BRD-K81164606-001-01-7	54649959
CHEMBL2135279	44500202
Chelerythrine	2703
Raltitrexed	135400182
CAY10618	44819697
Fedratinib	16722836
Tegaserod	135409453
Vandetanib	3081361
Paxilline	105008
MLS000583963	12004949
CHEMBL461622	9795907
CHEMBL2361679	54646111
WZ 3146	44607360
Etoricoxib	123619
Siramesine (hydrochloride)	9891778
KUC104122	44602374
KUC104123	44602375
MEGXP0_001030	23955883
KUC104129	44602378
Noretynodrel	6231
62134-48-9	763244
amcinonide	443958
ST056792	755405
FR-122047	196841
MLS000040279	665013
CHEMBL1515648	135546884
Sulfamonomethoxine	5332
CHEMBL1222381	19582717
PRESTWICK0_001107	6714009
Tolazoline	5504
CHEMBL1551303	44142076
Safrolglycol	97807
CHEMBL2360987	54645830
XL-147	56599306
Triprolidine	5282443
4-Fluoro-n-(pyridin-3-yl)benzamide	1118253
GW843682X	9826308
Butylparaben	7184
Brucinum	442021
Troglitazone	5591
SMR000304369	4411
Pronetalol	4930
PF 3845	25154867
SCHEMBL3958507	25226117
BRL50481	2921148
MLS003129394	44505769
Penciclovir	135398748
meloxicam	54677470
Pranlukast	4887
D-64131	3921152
CHEMBL2145122	54631408
Norfloxacin	4539
Ambrisentan	6918493
AT-7519	11338033
Darapladib	9939609
SPOX1_001033	6729968
Daunorubicin	30323
AVL-292	59174488
1135243-19-4	24768606
Ibutilide	60753
CID-2858522	2858523
CHEMBL3188110	46947860
Althiazide	2122
Piperacetazine	19675
JNJ-16259685	11313361
Diflorasone Diacetate	71414
ST50290128	3159995
Ouabain	439501
10-(3-Aminopropyl)-8-chloro-10H-phenothiazine-2,3-diol	125358
MK-2866 (GTx-024)	11326715
Praziquantel	4891
Clotrimazole	2812
Maribavir	471161
SMR000651449	7694069
UNII-2V2JET5YTL	6337640
Tipranavir	54682461
Swainsonine	51683
Lestaurtinib	126565
MLS001060826	14896501
Telmisartan	65999
IMD-0354	5081913
869288-64-2	11612883
PK04_181299	24148563
CHEMBL2357546	54660662
ZD 7114 hydrochloride	9890216
ASC-J9	6477182
PI-103	9884685
Bendamustine HCl	77082
Quizartinib	24889392
Arachidonoyl Glycine	5283389
Megestrol Acetate	11683
SPECTRUM_001522	5702266
AKT Inhibitor V, Triciribine	290486
BRD-K47569804-001-01-0	54638616
ZINC402897	73707480
BRD-K13528168-001-01-6	10337209
SCHEMBL13214682	22094941
Olprinone (Hydrochloride)	115227
Epirizole	3242
Pinacidil	4826
W 5	4314
W 7	5681
SCHEMBL1675223	44968259
Fluocinonide	9642
Indapamide	3702
MLS003129805	44489268
SB743921	49867937
BRD-K49594309-001-01-6	44505756
Isoolomoucine	512292
GDC-0834 (Racemate)	25235170
Fasudil	3547
Methyl Everninic acid	596344
AP26113	57390074
Betamethasone	9782
PF-04457845	24771824
Desmethylclomipramine	622606
MLS002699813	44246455
MLS002699811	44246394
MLS002699810	44246374
MLS002699817	44246457
MLS002699816	44246456
CHEMBL2136888	44506922
MLS002264511	44142162
MLS003129491	44505163
MLS003129492	44505971
MLS002699818	45136810
VX-222 (VCH-222, Lomibuvir)	24798764
MLS002607708	18378031
MLS000106055	1379247
MLS002607703	44460166
TAK-875	24857286
Methiazole	6604471
Deoxyandirobin Lactone	6708582
SMR000130044	715698
NCGC00238543-01	46916306
SDZ-205-557	5191
Cilostamide	2753
SMR000798335	24856224
MLS003171619	54752951
MLS003129239	44488153
SMR000798332	24856237
2,3-Diphenylquinoxaline-6-carboxylic acid	629852
Lapatinib	208908
MLS003129231	44506094
Methimazole	1349907
NU1025	135398517
NSC626998	362743
EMD-41000	135179
ABT-724	5025739
Melatonin	896
Methyldopate	17277
Crotamiton	688020
BCB03_000263	24031075
Hydroxytyrosol	82755
atorvastatin	60823
Metyrapone	4174
Linsitinib	11640390
FOXY-5	44628955
CHEMBL2333346	71655802
SPECTRUM_001131	6708703
Doramapimod	156422
SPECTRUM_001133	195915
Falnidamol	6918508
T-5224	23626877
Pseudopelletierine	11096
CHEMBL2134104	44507286
Prosteride	10970751
HYDROXYUREA	3657
Idoxuridine	5905
Azathioprine	2265
Metaproterenol	4086
MLS-0435528.0001	2466259
Btcp	123692
CHEMBL1511856	44634547
SCHEMBL17783934	60187515
SCHEMBL17783930	60189920
SMP2_000249	23947601
MLS001173269	6545175
306935-41-1	2736690
NCGC00170397-01	23891514
CHEMBL1514777	44634570
VU0365117-1	45281797
CHEMBL2141722	44631784
MLS000559245	1075698
Arctigenin	64981
Terfenadine	5405
KUC111109N	56928031
CHEMBL2138246	44486924
CHEMBL3186769	54657603
Ofloxacin	4583
ABT-888,VELIPARIB	11960528
ZSTK 474	11647372
CHEMBL2362398	54630616
2-Methoxy-3-methyl-9H-carbazole	11052947
NSC403917	345945
CHEMBL2362396	44487206
BRD-K47977047-001-01-2	54650155
CBIOL_001848	1744
N-(P-aminophenethyl)spiperone	125085
Tigecycline	54686904
Trolox	40634
Immethridine	9989505
Thioguanine	2723601
Hydrocotarnine	3646
Cefmetazole	42008
Lobendazole	22752
CHEMBL287327	6604749
Ischemin	135566302
CHEMBL2181097	44825310
CHEMBL2181095	44825307
Isoeugenitol	5318562
CHEMBL2362024	44507450
Esmolol	59768
Clofarabine	119182
BRD-K12744550-019-01-8	60184985
DL-Norepinephrine	951
201038-74-6	6604889
MLS001116189	16014494
Targinine	132862
Lovastatin	53232
THIOCTIC ACID	864
N-[(4-Fluoro-3-methylphenyl)sulfonyl]glycine	701150
FLUDARABINE PHOSPHATE	30751
CHEMBL2358401	54647107
TAZOBACTAM	123630
BRD-K51556300-001-01-9	44506645
CHEMBL566495	44142045
Ioxaglic acid	3742
Tyrphostin AG 126	2046
DMP-543	9887884
Cucurbitacin-I	5281321
MEGXP0_001010	23757123
GR-135531	4284525
Yohimbine	8969
Iopamidol	65492
MLS003370632	50897777
Tenofovir	464205
PJ34	4858
N-(2-Hydroxyphenyl)pyridine-3-carboxamide	5153532
Topiramate	5284627
Tosufloxacin	5517
Z36	71311634
CHEMBL3187962	44483946
Metaxalone	15459
3-Aminomethylbutanoic acid	3539719
SMR000069627	782696
O-Demethylated Adapalene	135411
Telenzepine	5387
2-Cyano-3-(3,4-dihydroxyphenyl)-n-phenylprop-2-enamide	2055
SKF 86002	5228
Castanospermine	54445
Resorcinol Monoacetate	5055
L-Cis-Diltiazem	198107
221243-77-2	5050726
Acitretin	5284513
MLS003129003	46904126
BRD-K54431311-001-01-9	54638440
27277-00-5	62824
CHEMBL2143818	44498441
BRD-K23582869-001-01-3	44506926
Loteprednol Etabonate	444025
LOPAC-L-133	6603897
Phenoxazine	67278
Betahistine	2366
2-(1,3-Benzoxazol-2-ylsulfanyl)-n-(2-methoxyphenyl)acetamide	742357
Carbimazole	31072
BRD-A26787626-001-02-9	9902313
2-Acetylaminofluorene	5897
SCHEMBL3092652	68508601
GSK-2334470	46215815
Triazolothiadiazine, 6	44142090
Triazolothiadiazine, 7	44142094
CHEMBL2057216	46925878
Triazolothiadiazine, 8	44142098
Triazolothiadiazine, 9	44142103
DPO-1	21678144
Etidronic acid	3305
Pyrazinamide	1046
BSPBIO_000981	16760041
BRN 1088760	6446335
Tocainide	38945
Bezafibrate	39042
SPECTRUM3_001992	6710779
CCT036477	3634881
SYK Inhibitor	6419747
Lomifylline	65599
MLS002474578	135857080
Biotin	171548
MC-1293	10401611
Thiamphenicol	27200
(1H-Indol-3-ylsulfanyl)-acetic acid	590707
Rivaroxaban	9875401
BCPP000194	57345770
CHEMBL2130568	44631783
MLS002473890	44202501
SB-216641	3292447
C24H25CLFN5O3	10184653
MLS001060859	24747276
COL-3	54678924
1-(4-Amino-1,2,5-oxadiazol-3-yl)-5-(azepan-1-ylmethyl)-n-[(2-ethoxyphenyl)methylideneamino]triazole-4-carboxamide	1036002
SCHEMBL12636892	9893887
CHEMBL3184324	71759739
Moxifloxacin	152946
Fluorouracil	3385
ST50998727	5341934
Mibefradil	60663
CHEMBL3188797	54666678
CHEMBL2142321	46742339
SCHEMBL14177979	6324671
BX-795	10077147
MLS000760658	4832119
CHEMBL2131967	44507158
ZINC95486475	73707470
CHEMBL2358879	54618411
HMS3264J07	45006141
Veliparib	11960529
Gangleoidin Acetate	4673190
Allitinib	24739943
MLS003129922	44505892
Rhodomyrtoxin	4445621
Bis-Tyrphostin	5329255
Arecaidine Propargyl Ester	2229
CHEMBL3185054	44619327
KUC103420N	44143698
Guanadrel	38521
Triazolothiadiazine, 41	44142102
Enalapril	5388962
Pazopanib	10113978
ST021200	1641662
GR-55562	128018
STK865973	6620960
MLS002607728	46907681
MLS002607729	46907734
PD-168,077	3645619
F0012-0289	877183
MLS002607727	46907689
CHEMBL78498	10330240
Tegafur	5386
ZD-7155	4673492
BX471	512282
JNJ-7706621	5330790
Tacedinaline	2746
Zonisamide	5734
Laropiprant	9867642
CAY10578	4462449
CAY10577	146158526
KW-2478	23116322
Trequinsin	5537
Chlorpromazine	2726
Gimeracil	54679224
Ornidazole	28061
Arvanil	6449767
Ibudilast	3671
BAS 01078354	650228
Pyroxamide	4996
LFM-A12	54685924
PCL2_000405	23863791
JNJ-38877605	46911863
CHEMBL3187513	54631633
Telotristat	25025298
ST50177349	1356208
Diflunisal	3059
Andreson	222786
RS-16566	6604794
1,4-Chrysenequinone	180933
CCG-208021	73438893
Ascorbyl-Palmitate	54680660
PK04_181029	23786513
Milciclib (PHA-848125)	16718576
Fenbufen	3335
Prothiaden Spofa	5284550
S18986	637863
Pheniramine	4761
BDBM50127227	44483259
Calcitriol	5280453
Oxolinic acid	4628
WAY-262611	25199517
CBKINASE1_000526	706531
TCS-359	1048845
BRD-K95985487-001-01-3	53347976
CHEMBL1270312	44460112
CHEMBL1270313	44460124
CHEMBL1270311	44460111
Pyridostigmine	4991
SMR000036591	1817779
MEGXM0_000282	23757164
GDC-0068	24788740
Aprepitant	135413536
SMR000015484	5310346
AZD8931 (Sapitinib)	11488320
MRE-269	9931891
Trifluridine	6256
316173-57-6	10668061
Estramustine phosphate sodium	444000
alizapride	135413504
Eperezolid	73214
(Z,E)-3-(imidazol-4-Ylmethylene)indolin-2-one	6419833
Balapiravir	11691726
KCl	4873
CHEMBL3188326	60188101
KUC111774N	12387471
ST50206508	2976290
Ataluren	11219835
VX-11E	11634725
Dinoprost	5280363
Deferasirox	214348
Didesmethylimipramine	159642
CHEMBL2130971	44507140
BAY 87-2243	67377767
Megestrol	19090
Perphenazine	4748
MLS001065891	12043281
MLS001065894	24747211
Omeprazole	4594
VU0418947-2	46742354
KBIO2_003002	3310692
BRD-K01490356	134830084
LY255283	122023
Vicriviroc	3009355
Dimaprit	3077
SCHEMBL6466366	44496732
Cefoxitin	441199
CHEMBL2136184	44501884
ST4110747	1090321
MLS004683642	40482356
Fluconazole	3365
CHEMBL3182260	60190959
MLS003370614	50897801
MLS003370612	50897785
MLS003370613	50897816
MLS003370610	50897786
MLS003370611	50897769
U-0126	3006531
Isogedunin	6708584
Pimasertib	44187362
Fananserin	60785
Mirodenafil (dihydrochloride)	135564928
BRD-K39376673-001-02-6	54649985
MLS-0002494.0001	661907
Mead Ethanolamide	16061185
SMP2_000006	24151277
Aripiprazole	60795
SCHEMBL5945809	10668211
CHEMBL2359332	54618337
Phenamil	135403792
Camptothecin	24360
SPECTRUM_000886	5702031
ARMODAFINIL	9690109
Cnqx	3721046
Cis Lacidipine	12989341
Ebselen	3194
Ketotifen	3827
Ivabradine HCl	3045381
MLS002276494	44142053
MLS002276497	44142056
BMY45778	127861
Doxylamine	3162
Pevonedistat	16720766
Hippeastrine	441594
5,6-Dichlorobenzimidazole riboside	5894
NS-3694	10109069
5-(1,2-Dihydroxyethyl)-4-hydroxyoxolane-2,3-dione	5176753
BRD-K60460488-066-01-0	73707414
CHEMBL3185581	54660685
Lanatoside-C	73707447
STK224476	2951539
SMR000146610	946943
Bretylium	2431
MLS-0437131.0001	1434957
MLS000417155	4780551
WZ 4002	44607530
Olanzapine	135398745
Mepireserpate	5052
MLS000680027	4870494
MLS003130132	51358854
Amoxapine	2170
CHEMBL1270411	44460125
Enzalutamide	15951529
CHEMBL1270413	44460134
CHEMBL1270412	1871033
Triamcinolone Acetonide	6436
A-443654	10172943
MLS003128880	44487524
MEGXM0_000149	23928086
CCG-208137	73438900
Fusaric acid	3442
CHEMBL2204241	53377419
ZINC150345845	16218975
EX527	5113032
Tetrahydrozoline	5419
Treprostinil	6918140
N-(4-Fluorophenyl)-4-[hydroxy(diphenyl)methyl]piperidine-1-carbothioamide	1934050
Rotigotine	59227
CHEMDIV1_009700	1317598
KUC104126N	686211
2-Methoxyestradiol	66414
Ambroxol	2132
GR 113808	119376
Benzanthrone	6697
Dcpib	10071166
BRD-K40413084-001-01-9	60184978
Loxoprofen	3965
2,8-Dinitroimipramine	133407
CHEMBL1880923	44492451
Azacyclonol	15723
CHEMBL2357503	54654477
ZM336372	5730
MLS001170902	6173479
Curcumin	969516
Dihydroptaeroxylin	612556
BAY-117821	5353431
CHEMBL3183722	54615122
KS-1136	6714003
Maxacalcitol-D6	66577028
Diphenhydramine	3100
Chloroform	6212
Mubritinib (TAK 165)	6444692
32703-82-5	613000
ZM-241385	176407
Avanafil	9869929
DUP-697	3177
Diarylpropionitrile	102614
Oxybutynin	4634
BRL54443	2438
Phentermine	4771
CHEMBL2358850	145948356
CHEMBL566501	44142065
Mefexamide	4045
Diethylcarbamazine	3052
AC480 (BMS-599626)	10437018
Flucytosine	3366
CHEMBL2359109	54657607
Valacyclovir	135398742
BRD-K00036326-001-01-4	60184829
Cidoxepin	667468
Tesmilifene	108092
Rescinnamine	5280954
Triazine Scaffold, 51	23648037
Riluzole	5070
BML-259	16760027
Ecopipam	107930
MLS002415567	1400698
MLS-0435534.0001	16273006
SCHEMBL2231351	9951687
KUC104488	44640178
ACON1_002097	24123440
MLS002607742	46907658
MLS002607743	46907740
MLS002607744	46907754
PA-824	456199
MLS003337112	46173053
MLS003337113	46912091
MLS003337114	46245505
MLS003337115	46905000
MLS003337116	46912090
MLS003337117	46931017
MLS003337118	46916168
KUC104487	44640175
Lodoxamide	44564
SAN1_000362	23807536
KUC104486	44640183
CHEMBL3188986	54666571
Deoxycholic acid	222528
Lysergol	14987
Rebastinib	25066467
Pterostilbene	5281727
Terconazole	441383
CHEMBL2361154	145948359
Tomelukast	3969
CHEMBL1410859	3234850
MLS003129275	44505829
CHEMBL567069	6274486
Alpha-(2-furanylmethylene)-1H-benzimidazole-2-acetonitrile	5716861
sn-Glycero-3-phosphocholine	657272
CHEMBL1083527	46881851
Tanaproget	4369524
ST030350	1182617
Robotnikinin	25109985
92394-00-8	736269
MLS002415570	1394536
F3284-4453	1182101
penicillin	2349
CHEMBL1271429	2013455
ML224	50897809
Purpurogallin	135403797
Benperidol	16363
ML221	7217941
AZD 1480	16659841
SCHEMBL2554014	46907705
ML228	46742353
MY 5445	1348
BRN 1087718	5904441
TOFA	115175
Fluspirilene	3396
RO10-5824	16759175
MDL 29951	446916
EXO-1	310557
STK222600	870371
BAY 61-3606	10200390
CHEMBL2356228	54649997
N-Formylmethionylalanine	4363
ACON1_001721	23760109
sunitinib	5329102
Lorazepam	3958
MLS002473449	16391507
CHEMBL3186722	60185092
MLS001075551	3763775
SPECTRUM_000224	5702126
Siguazodan	72124
BRD-K13688115-001-01-2	73707449
Anpirtoline	65854
4-Iodo-6-phenylpyrimidine	817368
Trimethobenzamide	5577
CHEMBL1992500	44487502
Butamben	2482
LY2940680	49848070
1-(Phenylsulfonyl)-1H-benzimidazol-2-amine	3025920
N6-Methyladenosine	102175
Umbelliferone	5281426
SCHEMBL1564574	67077825
79836-45-6	9882979
pyrvinium-pamoate	5281035
4-Hydroxynon-2-enal	5283344
MLS000080519	665093
BRD-A59808129-001-01-7	73707425
MLS002474581	135859876
MLS002473918	44202529
Aggc	11575713
SPECTRUM1505034	2733529
Zoxazolamine	6103
Quercetin	5280343
Cariprazine	11154555
(S)-(-)-Warfarin	54688261
SPBIO_002561	6713947
Aminocaproic acid	564
Roxatidine Acetate	5105
Anacetrapib (MK-0859)	11556427
cortisone-acetate	5745
FK888	107967
Thiothixene	941651
Abiraterone	132971
Acefylline	69550
Puromycin	439530
MLS003587249	49843106
1-[1-(3-Chloro-4-fluorophenyl)-2,5-dioxopyrrolidin-3-yl]piperidine-4-carboxamide	2951172
TAK-285	11620908
Trametinib	11707110
Adarotene	9864378
Vismodegib (GDC-0449)	24776445
CHEMBL1970015	44486382
Ivacaftor (VX-770)	16220172
SMR000076922	1517919
Linifanib	11485656
OSI-906 (Linsitinib)	11640390
Graveoline	353825
Azasetron	2264
Nitrendipine	4507
Olmesartan Medoxomil	130881
CHEMBL2359319	54646520
STK199030	894165
CARGLUMIC ACID	121396
CHEMBL2360967	24030598
SB 203580, SULFONE	6610350
ST025563	698942
KUC104145	44607977
KUC104140	44607592
HA 14-1	3549
KUC104142	44607591
Benzylpenicillin	5904
SCHEMBL17497838	70680403
6-Formylindolo[3,2-b]carbazole	22245026
3,4-Dimethoxyphenethylamine	8421
CHEMBL2143936	44496612
MEK162 (ARRY-162, ARRY-438162)	10288191
Levobunolol	39468
8R-Lisuride	11957615
Dolutegravir (GSK1349572)	54726191
ST089307	2986153
Mbcq	6610310
Parbendazole	26596
Kolestevan	54454
Ozagrel	5282440
SB-366791	667594
SCHEMBL13888951	16793302
BRD-K31755488-001-01-6	44499268
FGIN1-27	132496
CHEMBL2356693	44506420
2-Hydroxydopamine	193386
MLS003130154	46903552
CHEMBL198368	24868316
501925-31-1	311434
2-Hydroxyimipramine	108051
Nialamide	4472
Sibutramine	5210
CCG-208112	73357429
DROSPIRENONE	68873
CHEMBL2360032	56835268
ML079	3719993
TORIN1	49836027
ML075	2936384
SGX-523	24779724
Damnacanthal	2948
FPL-55712	23662025
MLS-0315803.0001	4089709
Doconexent	445580
SPECTRUM_001095	5702069
Flurandrenolide	15209
SPECTRUM_001092	6710662
Birinapant	49836020
(R)-3-Carboxy-4-hydroxyphenylglycine	6604713
CHEMBL2139070	44506700
MLS000095184	3240581
NEFIRACETAM	71157
CHEMBL1271219	44460115
MEK1/2 Inhibitor	9549284
KUC104491N	44640177
448906-42-1	4668801
S1RA (hydrochloride)	50914801
BRD-K01448700-019-01-8	60185468
MLS006011051	25093303
Chlorthalidone	2732
Kepone	299
N-Acetyldopamine	100526
CGS-15943	2690
BRD-K10017294-001-01-0	44505702
SB 218795	6604858
BAY 57-1293	491941
Tozasertib	5494449
BDBM82056	53729257
Alfuzosin	2092
BRD-A84327315-001-01-1	73707427
196868-63-0	9549305
Cyclobenzaprine	2895
MLS002473639	44141937
AT-9283	135398495
AZD1208	58423153
MLS003650003	53382666
7-Hydroxy-2-n,n-dipropylaminotetralin	1219
NP118809	4988454
Lintitript	122077
1446-61-3	62034
MLS001065910	24747270
MLS001065911	24747242
MLS001065912	24747246
MLS001065913	24747338
Budesonide	5281004
BRD-K99581804-001-01-2	49843158
MLS-0044127.0001	2977752
Clarithromycin	84029
Tibolone	444008
KUC103424N	44143700
Bupivacaine	2474
Ethylestrenol	13765
M3M3FBS	761523
CHEMBL2136392	54654288
MLS002607768	44460131
altrenogest	10041070
CHEMBL2137151	54651315
T-0156	5368
Anisomycin	253602
ZK 164015	9806489
PRESTWICK3_001005	23958199
Tafamidis	11001318
SB 239063	5166
MLS003129782	44486957
Liranaftate	3936
Triclabendazole	50248
Epitestosterone	10204
Ibutamoren (Mesylate)	6450830
MLS000756415	4140
CHEMBL2361177	44507955
CHEMBL2361179	54638020
Chlorphenesin Carbamate	2724
Anandamide	5281969
Cimaterol	2755
CHEMBL19130	6603797
2-Hydroxysaclofen	1564
6266-99-5	5311432
AMG 232	58573469
Motesanib	11667893
PK04_181167	24094187
Amitrole	1639
Repaglinide	65981
SMR000031475	3243760
BRD-K82053812-001-01-1	54631441
Tolnaftate	5510
CHEMBL2333343	71574949
Trimebutine	5573
DY131	5497124
CHEMBL2139663	44602352
Crotamitex	688020
CHEMBL1394028	44634521
CHEMBL2137269	44506674
IDOXURIDINE	5905
Tricarballylic acid	14925
MK-0773	11950726
SMR000798352	24856238
MLS003129529	44505579
MLS003129525	44496834
MLS003129254	44505760
MLS003129255	44485746
Tanespimycin	6505803
MLS003129251	44505407
Ccmq	3337816
brivanib	11234052
Zatebradine	65637
CHEMBL2356201	44619374
paroxetine	43815
UNII-EE9FJW53Z2	9844347
SUGA2_000482	23863781
JWH-015	4273754
264236-77-3	23930394
CHEMBL1986318	44486410
ST077211	3455588
BI 78D3	2747117
CHEMBL1406616	44142346
