Term,p-value,statistics
REACTOME_CA2_ACTIVATED_K_CHANNELS,0.33352152411094227,0.9351760873012306
REACTOME_CA2_PATHWAY,0.06457156431327214,3.4158905574665313
REACTOME_CALCINEURIN_ACTIVATES_NFAT,0.020615409081219116,5.359015452287202
REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS,0.15242681305162825,2.0477949739091676
REACTOME_CALNEXIN_CALRETICULIN_CYCLE,0.8866404378814787,0.02032236167864537
REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB,0.13509377812210668,2.2329719224530056
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,0.008297317524667051,6.968151306040608
REACTOME_CARDIAC_CONDUCTION,0.03357242558526956,4.5163477703600305
REACTOME_CARGO_CONCENTRATION_IN_THE_ER,0.015547211244368284,5.853374477396862
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.0543605972003928,3.7015913947346997
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,0.03562365434515737,4.415029901204676
REACTOME_CARNITINE_METABOLISM,0.4050656031953429,0.6932367973756635
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,0.4226565934886434,0.6429166825255309
REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND,0.09088554760003406,2.858618090790635
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,0.5179121448565354,0.41804903850894015
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,0.023953789211038856,5.097975217211299
REACTOME_CA_DEPENDENT_EVENTS,0.001145031920559888,10.577002122748427
REACTOME_CD163_MEDIATING_AN_ANTI_INFLAMMATORY_RESPONSE,0.7416576285261665,0.10867506338881021
REACTOME_CD209_DC_SIGN_SIGNALING,0.8048575508593733,0.06104135000482658
REACTOME_CD22_MEDIATED_BCR_REGULATION,0.6783296719837817,0.1720121848943232
REACTOME_CD28_CO_STIMULATION,0.7003505040030578,0.14810749487859898
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,0.9053015125118535,0.014153143406860292
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,0.20373214273340676,1.6154160336080323
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX,0.2653164892113003,1.2408022888471404
REACTOME_CELLULAR_HEXOSE_TRANSPORT,0.0653844663184768,3.3952496099415073
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,0.13897815663597302,2.1892368820297277
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,0.9506093841344024,0.0038367548007073476
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.3562436520193043,0.8510918149809327
REACTOME_CELLULAR_SENESCENCE,0.5509339299815772,0.355646725090307
REACTOME_CELL_CELL_COMMUNICATION,0.4873446328142702,0.4823835781732607
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,0.009775211128651786,6.675408405904289
REACTOME_CELL_CYCLE,0.656902960913406,0.19730753409990182
REACTOME_CELL_CYCLE_CHECKPOINTS,0.7575998274814404,0.09525504893826263
REACTOME_CELL_CYCLE_MITOTIC,0.7598076554341013,0.09347290002192306
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,0.5618537586590757,0.33650469771688307
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,0.220241623401852,1.5027961886613295
REACTOME_CELL_JUNCTION_ORGANIZATION,0.7123060099690023,0.13598454310475436
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.595317979586005,0.28211550640224664
REACTOME_CGMP_EFFECTS,0.05739402745853551,3.61113237919854
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,0.06689723774137749,3.3575570917103432
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,0.5628625767740223,0.33477200686511077
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX,0.6424405510995196,0.21556447361482214
REACTOME_CHL1_INTERACTIONS,0.288264956852607,1.1277070563346037
REACTOME_CHOLESTEROL_BIOSYNTHESIS,0.2731455869950541,1.2008813949360255
REACTOME_CHOLINE_CATABOLISM,0.9145461640947627,0.01151459403616804
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,0.2950579326278044,1.0963980964495152
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,0.23646193995031103,1.4015636506531837
REACTOME_CHROMATIN_MODIFYING_ENZYMES,0.1417332784806932,2.159039321552845
REACTOME_CHROMOSOME_MAINTENANCE,0.739044346259484,0.11096836656886687
REACTOME_CHYLOMICRON_ASSEMBLY,0.12247053692691486,2.3854383228418
REACTOME_CHYLOMICRON_REMODELING,0.02742729385289325,4.863710156437751
REACTOME_CILIUM_ASSEMBLY,0.00783092599974074,7.071737936811539
REACTOME_CIRCADIAN_CLOCK,0.43328073782375054,0.6140132549097943
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE_,0.9184591568808721,0.01048060699296334
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_,0.5148667201434278,0.42416369348551614
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS_,0.1178022937300062,2.4462994666278957
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS_,0.8540518104549379,0.03383801013693517
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.4421545997266615,0.5906843682443957
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,0.8616551938264378,0.030369181874458265
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.10902610482263249,2.568281624166789
REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION,0.08604954487200468,2.946766965719439
REACTOME_CLEC7A_DECTIN_1_SIGNALING,0.16205752795836761,1.954921219951481
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY,0.31050649238048933,1.0285201630722616
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,0.4904137967701119,0.4756182612477689
REACTOME_COENZYME_A_BIOSYNTHESIS,0.25820774283092196,1.278340911092691
REACTOME_COHESIN_LOADING_ONTO_CHROMATIN,0.4018520239235591,0.7027773834793635
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.07504807917483301,3.1690066279028577
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,0.23925636227183045,1.3849701415191193
REACTOME_COLLAGEN_DEGRADATION,0.9385402335116392,0.0059451387482000835
REACTOME_COLLAGEN_FORMATION,0.8987075155142061,0.016203824670178005
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0.8726612731388914,0.025689369008103213
REACTOME_COMPETING_ENDOGENOUS_RNAS_CERNAS_REGULATE_PTEN_TRANSLATION,0.800150547491891,0.06408607238096443
REACTOME_COMPLEMENT_CASCADE,0.9186271537352622,0.01043731513173783
REACTOME_COMPLEX_I_BIOGENESIS,0.644710848598997,0.2126337946182578
REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES,0.5463913419918609,0.3638217763541185
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,0.14876553839492287,2.08486330770879
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,0.26887164176940404,1.2224945950257495
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER,0.9835495253676049,0.00042514618578085364
REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII,0.9070309837411543,0.013638573214099602
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS,0.22552106060618482,1.4688890360447058
REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,0.7383730715074952,0.11156174276914509
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,0.9655510502769478,0.0018652705803266622
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,0.02238040474416838,5.215966413304687
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,0.007097188879423448,7.248205855761147
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,0.00489778531992865,7.91679897703432
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,0.20576182865355125,1.6009980583599164
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,0.0033587821272998393,8.601543539880252
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,0.00010176792492160957,15.103620468823848
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,0.9394931575914957,0.005761859319046655
REACTOME_CREATINE_METABOLISM,0.2433203940602705,1.3612532871546712
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,0.6470514049399321,0.2096378457523509
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING,0.004175179703247009,8.206012800784894
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE,0.13963705672951485,2.1819542253514483
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE,0.12537489194472945,2.3488571597797656
REACTOME_CREB3_FACTORS_ACTIVATE_GENES,0.9395199069585829,0.005756756158936072
REACTOME_CREB_PHOSPHORYLATION,0.9760595307032242,0.0009005660246322636
REACTOME_CRISTAE_FORMATION,0.1743205171670955,1.8453900070894698
REACTOME_CRMPS_IN_SEMA3A_SIGNALING,0.001515667709801449,10.059470628859152
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,0.15859192516953663,1.9876011614045388
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES_,0.3930496923893083,0.7294864755827393
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES_,0.20976743208639598,1.573030671388356
REACTOME_CS_DS_DEGRADATION,0.03910726835373295,4.256201778536356
REACTOME_CTLA4_INHIBITORY_SIGNALING,0.3814734897329354,0.7659480241642729
